method,variant,dataset,n_total,n_pos_gt,n_pos_pred,n_unparseable,acc,mf,path,error
otj_8b,test_observations,MHClip_ZH,0,,0,0,,,/data/jehc223/EMNLP2/results/otj_8b/MHClip_ZH/test_observations.jsonl,
procap_blip2_flan_t5_xl,test_procap,HateMM,215,86,100,19,0.4791,0.4694,/data/jehc223/EMNLP2/results/procap_blip2_flan_t5_xl/HateMM/test_procap.jsonl,
procap_blip2_flan_t5_xl,test_procap,ImpliHateVid,290,145,75,74,0.5655,0.5386,/data/jehc223/EMNLP2/results/procap_blip2_flan_t5_xl/ImpliHateVid/test_procap.jsonl,
procap_blip2_flan_t5_xl,test_procap,MHClip_EN,161,49,66,25,0.5342,0.4928,/data/jehc223/EMNLP2/results/procap_blip2_flan_t5_xl/MHClip_EN/test_procap.jsonl,
procap_blip2_flan_t5_xl,test_procap,MHClip_ZH,149,45,24,7,0.6443,0.5002,/data/jehc223/EMNLP2/results/procap_blip2_flan_t5_xl/MHClip_ZH/test_procap.jsonl,
procap_lavis_blip2_flan_t5_xl,test_procap,HateMM,181,75,0,145,0.5856,0.3693,/data/jehc223/EMNLP2/results/procap_lavis_blip2_flan_t5_xl/HateMM/test_procap.jsonl,
procap_lavis_blip2_flan_t5_xl,test_procap,MHClip_EN,161,49,0,90,0.6957,0.4103,/data/jehc223/EMNLP2/results/procap_lavis_blip2_flan_t5_xl/MHClip_EN/test_procap.jsonl,
procap_lavis_blip2_flan_t5_xl,test_procap,MHClip_ZH,149,45,0,90,0.6980,0.4111,/data/jehc223/EMNLP2/results/procap_lavis_blip2_flan_t5_xl/MHClip_ZH/test_procap.jsonl,
procap_lavis_blip2_flan_t5_xl_8frame,test_procap,MHClip_EN,16,4,0,10,0.7500,0.4286,/data/jehc223/EMNLP2/results/procap_lavis_blip2_flan_t5_xl_8frame/MHClip_EN/test_procap.jsonl,
procap_v3,test_procap,HateMM,215,86,60,0,0.7767,0.7511,/data/jehc223/EMNLP2/results/procap_v3/HateMM/test_procap.jsonl,
procap_v3,test_procap,ImpliHateVid,400,199,195,0,0.8700,0.8700,/data/jehc223/EMNLP2/results/procap_v3/ImpliHateVid/test_procap.jsonl,
procap_v3,test_procap,MHClip_EN,161,49,25,0,0.7516,0.6491,/data/jehc223/EMNLP2/results/procap_v3/MHClip_EN/test_procap.jsonl,
procap_v3,test_procap,MHClip_ZH,149,45,21,0,0.6913,0.5524,/data/jehc223/EMNLP2/results/procap_v3/MHClip_ZH/test_procap.jsonl,
prompt_paradigm,test_coarse_axes_axes,MHClip_EN,0,,0,0,,,/data/jehc223/EMNLP2/results/prompt_paradigm/MHClip_EN/test_coarse_axes_axes.jsonl,
prompt_paradigm,test_coarse_axes_axes_pilot10,MHClip_EN,0,,0,0,,,/data/jehc223/EMNLP2/results/prompt_paradigm/MHClip_EN/test_coarse_axes_axes_pilot10.jsonl,
prompt_paradigm,test_coarse_axes_control,MHClip_EN,0,,0,0,,,/data/jehc223/EMNLP2/results/prompt_paradigm/MHClip_EN/test_coarse_axes_control.jsonl,
prompt_paradigm,test_coarse_axes_control_pilot10,MHClip_EN,0,,0,0,,,/data/jehc223/EMNLP2/results/prompt_paradigm/MHClip_EN/test_coarse_axes_control_pilot10.jsonl,
prompt_paradigm,test_factored,MHClip_EN,0,,0,0,,,/data/jehc223/EMNLP2/results/prompt_paradigm/MHClip_EN/test_factored.jsonl,
prompt_paradigm,test_modality,MHClip_EN,0,,0,0,,,/data/jehc223/EMNLP2/results/prompt_paradigm/MHClip_EN/test_modality.jsonl,
prompt_paradigm,test_obsjudge,MHClip_EN,0,,0,0,,,/data/jehc223/EMNLP2/results/prompt_paradigm/MHClip_EN/test_obsjudge.jsonl,
prompt_paradigm,test_per_rule,MHClip_EN,0,,0,0,,,/data/jehc223/EMNLP2/results/prompt_paradigm/MHClip_EN/test_per_rule.jsonl,
prompt_paradigm,test_per_rule_pilot10,MHClip_EN,0,,0,0,,,/data/jehc223/EMNLP2/results/prompt_paradigm/MHClip_EN/test_per_rule_pilot10.jsonl,
prompt_paradigm,test_polarity,MHClip_EN,0,,0,0,,,/data/jehc223/EMNLP2/results/prompt_paradigm/MHClip_EN/test_polarity.jsonl,
prompt_paradigm,test_coarse_axes_axes,MHClip_ZH,0,,0,0,,,/data/jehc223/EMNLP2/results/prompt_paradigm/MHClip_ZH/test_coarse_axes_axes.jsonl,
prompt_paradigm,test_coarse_axes_control,MHClip_ZH,0,,0,0,,,/data/jehc223/EMNLP2/results/prompt_paradigm/MHClip_ZH/test_coarse_axes_control.jsonl,
prompt_paradigm,test_factored,MHClip_ZH,0,,0,0,,,/data/jehc223/EMNLP2/results/prompt_paradigm/MHClip_ZH/test_factored.jsonl,
prompt_paradigm,test_modality,MHClip_ZH,0,,0,0,,,/data/jehc223/EMNLP2/results/prompt_paradigm/MHClip_ZH/test_modality.jsonl,
prompt_paradigm,test_obsjudge,MHClip_ZH,0,,0,0,,,/data/jehc223/EMNLP2/results/prompt_paradigm/MHClip_ZH/test_obsjudge.jsonl,
prompt_paradigm,test_per_rule,MHClip_ZH,0,,0,0,,,/data/jehc223/EMNLP2/results/prompt_paradigm/MHClip_ZH/test_per_rule.jsonl,
prompt_paradigm,test_polarity,MHClip_ZH,0,,0,0,,,/data/jehc223/EMNLP2/results/prompt_paradigm/MHClip_ZH/test_polarity.jsonl,
quad,test,MHClip_EN,0,,0,0,,,/data/jehc223/EMNLP2/results/quad/MHClip_EN/test.jsonl,
quad,test,MHClip_ZH,0,,0,0,,,/data/jehc223/EMNLP2/results/quad/MHClip_ZH/test.jsonl,
scores,test,HateMM,0,,0,0,,,/data/jehc223/EMNLP2/results/scores/HateMM/test.jsonl,
scores,test,MHClip_EN,0,,0,0,,,/data/jehc223/EMNLP2/results/scores/MHClip_EN/test.jsonl,
scores,test_merged,MHClip_EN,0,,0,0,,,/data/jehc223/EMNLP2/results/scores/MHClip_EN/test_merged.jsonl,
scores,test,MHClip_ZH,0,,0,0,,,/data/jehc223/EMNLP2/results/scores/MHClip_ZH/test.jsonl,
scores,test_merged,MHClip_ZH,0,,0,0,,,/data/jehc223/EMNLP2/results/scores/MHClip_ZH/test_merged.jsonl,
